salary_id,employee_id,effective_date,monthly_salary,reason
2026,3020,2018-11-13,38665,Annual Review
2027,3021,2022-10-20,109884,Annual Review
2028,3021,2023-03-25,98887,Promotion
2029,3021,2022-11-14,90541,Hire
2030,3022,2023-08-27,129319,Annual Review
2031,3022,2024-05-25,42882,Hire
2032,3022,2025-02-05,105825,Adjustment
2033,3023,2025-08-21,75566,Hire
2034,3023,2025-09-01,132519,Annual Review
2035,3023,2026-07-03,118081,Promotion
2036,3024,2019-06-10,144337,Annual Review
2037,3024,2021-04-23,50362,Annual Review
2038,3025,2021-01-27,48783,Annual Review
2039,3025,2023-02-01,169626,Hire
2040,3025,2022-01-13,53773,Hire
2041,3026,2023-03-30,80640,Annual Review
2042,3026,2023-01-23,81969,Hire
2043,3026,2024-03-10,77986,Promotion
2044,3027,2021-07-26,151180,Hire
2045,3027,2022-08-20,42585,Adjustment
2046,3028,2023-04-11,51838,Annual Review
2047,3028,2024-04-25,58107,Promotion
2048,3028,2024-09-21,137678,Hire
2049,3029,2021-05-14,101520,Promotion
2050,3029,2022-01-25,52344,Annual Review
2051,3030,2019-10-16,135086,Hire
2052,3030,2019-10-07,49959,Hire
2053,3030,2022-04-27,167941,Hire
2054,3031,2022-04-21,65268,Annual Review
2055,3032,2021-01-26,179622,Annual Review
2056,3033,2024-05-04,171774,Promotion
2057,3033,2024-04-09,113563,Annual Review
2058,3034,2020-03-18,59459,Hire
2059,3035,2024-08-28,172104,Annual Review
2060,3035,2023-06-16,36825,Annual Review
2061,3035,2023-12-30,161187,Promotion
2062,3036,2022-11-10,95109,Annual Review
2063,3036,2023-03-25,47470,Hire
2064,3036,2022-08-17,38770,Promotion
2065,3037,2021-07-14,166101,Annual Review
2066,3038,2025-06-03,148806,Annual Review
2067,3038,2023-09-13,43806,Hire
2068,3038,2022-10-14,67162,Promotion
2069,3039,2024-04-22,62702,Annual Review
2070,3040,2024-02-09,42739,Hire
2071,3040,2024-08-17,59599,Annual Review
2072,3041,2020-09-29,131683,Annual Review
2073,3041,2021-03-31,103446,Promotion
2074,3042,2019-11-25,118890,Annual Review
2075,3042,2020-11-18,58039,Annual Review
2076,3042,2021-01-03,161021,Hire
2077,3043,2023-08-10,132367,Promotion
2078,3043,2024-09-08,78884,Annual Review
2079,3044,2022-03-05,80819,Hire
2080,3044,2022-06-25,118162,Annual Review
2081,3044,2022-11-14,179126,Adjustment
2082,3045,2024-06-24,142789,Adjustment
2083,3045,2026-03-31,87018,Annual Review
2084,3045,2025-02-25,61250,Annual Review
2085,3046,2023-11-28,112391,Hire
2086,3046,2023-02-12,73921,Annual Review
2087,3047,2020-06-15,132400,Annual Review
2088,3047,2020-05-05,131847,Adjustment
2089,3048,2023-12-18,111340,Promotion
2090,3048,2026-02-06,148049,Annual Review
2091,3049,2021-09-26,149604,Hire
2092,3049,2022-11-27,82201,Hire
2093,3050,2021-11-13,117160,Adjustment
2094,3050,2022-11-21,45796,Hire
2095,3050,2023-02-21,58238,Annual Review
2096,3051,2020-07-21,75883,Annual Review
2097,3052,2021-09-27,120478,Promotion
2098,3052,2022-07-17,104396,Promotion
2099,3053,2024-01-20,39447,Hire
2100,3054,2021-11-17,170921,Annual Review
2101,3054,2024-05-18,140471,Hire
2102,3055,2019-09-19,95977,Hire
2103,3055,2020-05-26,123325,Promotion
2104,3055,2020-08-13,163422,Hire
2105,3056,2022-01-12,50689,Hire
2106,3056,2020-03-14,152537,Hire
2107,3056,2021-07-28,85344,Annual Review
2108,3057,2022-11-21,102891,Hire
2109,3057,2025-02-22,132464,Annual Review
2110,3058,2025-02-21,115312,Hire
2111,3058,2022-11-27,62014,Annual Review
2112,3059,2022-06-05,133557,Annual Review
2113,3059,2023-10-03,169729,Annual Review
2114,3059,2024-11-12,124422,Hire
2115,3060,2023-06-27,167099,Hire
2116,3060,2023-07-06,151854,Adjustment
2117,3061,2021-04-10,114317,Hire
2118,3061,2022-09-24,50120,Annual Review
2119,3061,2020-06-19,124825,Annual Review
2120,3062,2024-02-13,105325,Annual Review
2121,3062,2024-06-01,168984,Annual Review
2122,3063,2022-03-18,49332,Hire
2123,3063,2022-06-11,112795,Annual Review
2124,3064,2020-11-29,142716,Annual Review
2125,3065,2022-06-02,121649,Promotion
2126,3065,2023-08-01,56643,Annual Review
2127,3065,2022-04-26,98128,Promotion
2128,3066,2021-12-04,105220,Promotion
2129,3066,2022-03-26,87784,Promotion
2130,3066,2021-12-05,122893,Annual Review
2131,3067,2022-10-31,179199,Annual Review
2132,3067,2024-10-10,151101,Annual Review
2133,3068,2025-04-30,52401,Promotion
2134,3068,2025-06-18,136958,Hire
2135,3068,2024-06-17,147046,Annual Review
2136,3069,2021-08-01,46971,Adjustment
2137,3070,2025-08-21,159768,Promotion
2138,3070,2023-12-11,51565,Annual Review
2139,3070,2024-12-12,41829,Annual Review
2140,3071,2019-05-26,111023,Annual Review
2141,3072,2021-08-05,116823,Annual Review
2142,3072,2021-06-25,73941,Adjustment
2143,3073,2021-06-22,146539,Annual Review
2144,3073,2022-07-17,44176,Hire
2145,3074,2024-08-16,86516,Annual Review
2146,3074,2025-01-31,132368,Annual Review
2147,3075,2022-09-29,160670,Hire
2148,3075,2019-11-08,117045,Hire
2149,3076,2019-12-20,153903,Annual Review
2150,3077,2021-03-21,60789,Promotion
2151,3078,2020-07-08,123623,Annual Review
2152,3079,2022-11-25,87282,Annual Review
2153,3079,2023-01-08,68464,Annual Review
2154,3080,2021-12-09,76994,Hire
2155,3080,2021-09-15,142309,Annual Review
2156,3080,2020-05-01,158189,Hire
2157,3081,2023-11-08,60594,Hire
2158,3082,2019-04-17,140021,Annual Review
2159,3082,2021-01-24,63386,Annual Review
2160,3082,2021-01-05,101652,Hire
2161,3083,2022-05-03,148483,Annual Review
2162,3084,2021-01-17,171659,Hire
2163,3085,2023-10-12,124792,Promotion
2164,3086,2024-04-20,41088,Annual Review
2165,3086,2023-09-02,135649,Adjustment
2166,3087,2024-06-08,176615,Hire
2167,3088,2018-07-06,72203,Hire
2168,3088,2019-07-02,51220,Hire
2169,3089,2022-03-16,81381,Hire
2170,3090,2022-12-18,166148,Adjustment
2171,3091,2022-10-28,58471,Adjustment
2172,3092,2022-08-17,129673,Hire
2173,3092,2022-01-18,59440,Promotion
2174,3092,2022-06-20,46862,Hire
2175,3093,2026-05-09,142848,Annual Review
2176,3093,2026-08-19,56788,Annual Review
2177,3094,2021-03-20,105185,Annual Review
2178,3094,2021-02-27,165683,Promotion
2179,3094,2022-12-14,173896,Hire
2180,3095,2026-02-25,42799,Annual Review
2181,3096,2021-10-25,120406,Annual Review
2182,3097,2018-11-02,158699,Promotion
2183,3097,2020-04-03,43614,Adjustment
2184,3097,2021-01-14,60147,Adjustment
2185,3098,2024-06-08,141210,Hire
2186,3098,2025-01-14,55914,Annual Review
2187,3099,2024-06-22,123589,Promotion
2188,3099,2024-07-03,114017,Hire
2189,3100,2019-02-05,162767,Promotion
2190,3100,2020-06-17,144418,Hire
2191,3100,2021-03-15,90505,Hire
2192,3101,2022-09-07,157952,Annual Review
2193,3101,2023-06-24,35146,Hire
2194,3101,2023-04-01,144822,Hire
2195,3102,2020-09-16,37594,Annual Review
2196,3102,2020-02-24,111610,Adjustment
2197,3102,2022-06-26,157524,Hire
2198,3103,2019-10-10,96797,Promotion
2199,3103,2020-12-06,78937,Annual Review
2200,3104,2021-07-16,95051,Hire
2201,3104,2021-12-04,112903,Annual Review
2202,3104,2024-01-08,111990,Hire
2203,3105,2022-11-13,103951,Hire
2204,3106,2022-01-14,160341,Hire
2205,3106,2022-12-25,161822,Promotion
2206,3107,2019-07-19,150694,Adjustment
2207,3108,2023-09-23,72459,Hire
2208,3109,2020-11-25,119985,Hire
2209,3109,2020-05-07,123295,Annual Review
2210,3110,2019-10-26,144903,Annual Review
2211,3110,2019-01-27,73875,Promotion
2212,3111,2023-09-10,131500,Promotion
2213,3111,2025-03-16,96826,Hire
2214,3111,2024-12-06,159628,Annual Review
2215,3112,2021-10-10,113845,Hire
2216,3112,2021-11-27,135965,Hire
2217,3113,2022-04-03,155853,Promotion
2218,3113,2024-03-05,68043,Annual Review
2219,3114,2021-09-13,88906,Hire
2220,3114,2021-05-10,46137,Annual Review
2221,3114,2019-11-20,64350,Promotion
2222,3115,2018-06-26,165119,Hire
2223,3115,2020-08-30,45165,Hire
2224,3115,2018-10-14,166866,Hire
2225,3116,2023-05-15,171942,Promotion
2226,3116,2024-03-16,133893,Adjustment
2227,3116,2022-02-18,65736,Hire
2228,3117,2023-04-29,93084,Hire
2229,3117,2023-06-19,51211,Annual Review
2230,3118,2023-03-05,173449,Annual Review
2231,3118,2022-10-07,174933,Annual Review
2232,3119,2025-01-11,113488,Hire
2233,3119,2023-05-23,162870,Annual Review
2234,3120,2024-06-07,53277,Annual Review
2235,3120,2025-01-31,118762,Hire
2236,3121,2020-11-18,117246,Hire
2237,3122,2023-10-24,62802,Hire
2238,3122,2021-12-15,157794,Annual Review
2239,3122,2021-09-08,173572,Hire
2240,3123,2025-01-03,165305,Annual Review
2241,3124,2024-02-04,93812,Promotion
2242,3124,2024-10-23,42826,Promotion
2243,3124,2025-05-30,44201,Annual Review
2244,3125,2020-04-07,156471,Hire
2245,3126,2022-11-01,115641,Promotion
2246,3126,2021-05-16,93418,Hire
2247,3127,2022-06-27,76541,Annual Review
2248,3127,2020-09-16,105422,Hire
2249,3128,2024-05-29,155965,Annual Review
2250,3128,2024-07-05,76607,Annual Review
2251,3129,2023-08-07,147117,Promotion
2252,3130,2018-09-24,49450,Annual Review
2253,3130,2019-09-16,40618,Annual Review
2254,3131,2020-11-04,63794,Annual Review
2255,3132,2022-11-19,50161,Adjustment
2256,3132,2022-04-30,170230,Promotion
2257,3132,2023-04-12,158612,Hire
2258,3133,2025-10-25,172805,Annual Review
2259,3133,2024-03-04,134961,Hire
2260,3134,2023-08-06,175401,Promotion
2261,3134,2022-10-05,88105,Annual Review
2262,3135,2022-07-15,163379,Promotion
2263,3136,2026-06-07,127635,Annual Review
2264,3136,2024-06-16,104579,Hire
2265,3137,2024-02-09,133901,Promotion
2266,3137,2022-11-30,160056,Promotion
2267,3137,2022-09-01,135628,Promotion
2268,3138,2020-04-26,46231,Annual Review
2269,3139,2019-02-08,169400,Annual Review
2270,3139,2018-07-06,60261,Promotion
2271,3140,2024-03-05,169352,Hire
2272,3140,2023-11-20,38590,Promotion
2273,3140,2023-10-21,151726,Adjustment
2274,3141,2024-08-30,122542,Annual Review
2275,3141,2024-03-11,48570,Annual Review
2276,3141,2022-10-19,44533,Promotion
2277,3142,2022-07-30,160890,Annual Review
2278,3142,2023-12-27,179438,Annual Review
2279,3143,2021-10-28,69798,Hire
2280,3144,2022-03-27,57849,Adjustment
2281,3144,2022-05-08,172229,Annual Review
2282,3145,2024-12-24,64030,Promotion
2283,3146,2022-12-28,161026,Adjustment
2284,3146,2022-03-31,155398,Promotion
2285,3147,2020-06-29,43164,Hire
2286,3147,2020-08-27,36119,Annual Review
2287,3148,2023-04-12,80162,Hire
2288,3149,2024-10-19,124074,Annual Review
2289,3150,2019-06-20,64738,Annual Review
2290,3150,2019-03-12,81921,Annual Review
2291,3150,2020-01-25,157448,Hire
2292,3151,2023-04-02,96068,Annual Review
2293,3151,2023-01-09,58581,Hire
2294,3152,2023-03-16,56485,Annual Review
2295,3153,2020-10-03,71294,Hire
2296,3153,2021-06-01,88001,Annual Review
2297,3154,2023-01-25,78969,Annual Review
2298,3154,2023-10-21,35093,Hire
2299,3154,2024-09-12,63370,Promotion
2300,3155,2024-09-07,51472,Promotion
2301,3155,2024-01-03,53934,Adjustment
2302,3155,2025-01-23,74125,Annual Review
2303,3156,2020-06-10,74103,Hire
2304,3156,2020-01-10,123705,Hire
2305,3157,2021-03-06,112492,Annual Review
2306,3157,2021-04-09,93024,Hire
2307,3157,2020-02-15,61207,Annual Review
2308,3158,2023-10-18,83960,Adjustment
2309,3158,2024-12-01,96262,Adjustment
2310,3158,2023-12-03,132155,Annual Review
2311,3159,2026-04-12,143182,Hire
2312,3159,2024-03-16,134132,Adjustment
2313,3160,2023-05-18,107706,Annual Review
2314,3160,2023-04-21,64968,Promotion
2315,3160,2022-05-22,77517,Hire
2316,3161,2023-10-11,164282,Hire
2317,3161,2023-01-25,80984,Hire
2318,3161,2023-02-26,177121,Hire
2319,3162,2022-04-13,156854,Hire
2320,3162,2021-04-25,170727,Adjustment
2321,3163,2022-03-02,125638,Hire
2322,3163,2020-02-17,103972,Hire
2323,3163,2021-09-08,56432,Adjustment
2324,3164,2024-06-01,100896,Hire
2325,3164,2024-03-18,140035,Hire
2326,3165,2023-01-30,48750,Adjustment
2327,3165,2023-07-27,62987,Annual Review
2328,3166,2022-08-16,137995,Hire
2329,3166,2023-07-20,61165,Annual Review
2330,3167,2024-01-30,59346,Annual Review
2331,3167,2025-04-07,38514,Hire
2332,3168,2019-08-28,62559,Adjustment
2333,3168,2020-01-26,136223,Annual Review
2334,3168,2021-01-26,94207,Annual Review
2335,3169,2021-02-05,166465,Hire
2336,3169,2022-09-05,59881,Hire
2337,3170,2022-03-19,93308,Annual Review
2338,3170,2020-08-10,145515,Adjustment
2339,3171,2021-12-01,107031,Hire
2340,3171,2021-09-09,140257,Annual Review
2341,3171,2022-10-16,121973,Annual Review
2342,3172,2021-10-18,167785,Promotion
2343,3173,2022-11-06,97160,Hire
2344,3174,2024-05-31,115729,Promotion
2345,3174,2026-06-12,95843,Promotion
2346,3174,2026-02-10,115169,Annual Review
2347,3175,2021-09-23,61730,Hire
2348,3176,2024-06-05,107981,Hire
2349,3176,2025-08-29,100573,Promotion
2350,3176,2024-10-28,66076,Promotion
2351,3177,,161283,Annual Review
2352,3177,2021-11-19,60094,Annual Review
2353,3177,2020-11-10,45555,Promotion
2354,3178,2020-04-15,163061,Annual Review
2355,3179,2023-10-05,156432,Hire
2356,3179,2023-11-28,170787,Hire
2357,3179,2023-05-28,165694,Promotion
2358,3180,2020-05-18,136173,Hire
2359,3180,2020-06-21,132858,Annual Review
2360,3180,2020-12-20,136980,Annual Review
2361,3181,2026-09-10,161652,Adjustment
2362,3181,2025-06-05,73458,Annual Review
2363,3182,2019-10-09,133538,Promotion
2364,3182,2019-07-13,169212,Promotion
2365,3182,2021-05-05,146201,Promotion
2366,3183,2020-04-05,122008,Promotion
2367,3183,2022-08-24,46377,Adjustment
2368,3184,2022-02-22,159403,Promotion
2369,3184,2023-08-06,92487,Hire
2370,3185,2021-10-08,102639,Adjustment
2371,3186,2019-11-14,138429,Promotion
2372,3186,2019-05-11,168993,Hire
2373,3186,2021-04-24,165904,Annual Review
2374,3187,2022-10-02,120293,Annual Review
2375,3187,2023-10-18,65328,Promotion
2376,3187,2022-12-09,58138,Hire
2377,3188,2023-08-13,178166,Hire
2378,3188,2023-01-02,44028,Hire
2379,3189,2024-02-15,78819,Promotion
2380,3189,2024-05-03,123627,Hire
2381,3190,2023-12-05,40312,Hire
2382,3191,2024-02-03,137126,Hire
2383,3191,2024-10-18,79390,Hire
2384,3192,2021-07-11,84956,Hire
2385,3192,2021-09-01,134379,Annual Review
2386,3193,2020-10-09,128196,Hire
2387,3193,2022-06-04,44605,Adjustment
2388,3193,2020-09-22,131185,Hire
2389,3194,2021-04-14,151351,Annual Review
2390,3195,2019-09-17,107964,Hire
2391,3195,2019-11-06,37420,Hire
2392,3195,2020-04-13,119448,Annual Review
2393,3196,2022-02-24,124897,Annual Review
2394,3196,2021-08-16,62728,Annual Review
2395,3197,2021-01-03,92858,Annual Review
2396,3197,2021-03-14,141716,Hire
2397,3197,2020-03-14,111992,Promotion
2398,3198,2019-05-04,135282,Annual Review
2399,3198,2021-04-03,178747,Annual Review
2400,3199,2023-11-19,132677,Annual Review
2401,3199,2021-05-24,95049,Promotion
2402,3199,2022-01-05,75213,Hire
2403,3200,2021-07-18,52585,Annual Review
1,2001,2024-03-23,139971,Adjustment
